stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
"200824","Cleveland St at Balfour St","-33.888671","151.199823","","","0"
"200911","Pirrama Park, Pirrama Rd","-33.863953","151.193299","","","0"
"200912","Harris St at John St","-33.867855","151.192756","","","0"
"200913","Harris St opp Union Square","-33.869399","151.193685","","","0"
"200915","Miller St at Jones St","-33.870416","151.191898","","","0"
"200916","Harris St at Pyrmont Bridge Rd","-33.871078","151.19483","","","0"
"200918","Pirrama Rd before Darling Island Rd","-33.866077","151.194599","","","0"
"200919","Marquee Sydney, Pirrama Rd","-33.867004","151.195408","","","0"
"200920","Pirrama Rd after Jones Bay Rd","-33.865815","151.1942","","","0"
"200921","Pirrama Rd opp Pirrama Park","-33.863805","151.193043","","","0"
"200922","Pirrama Rd at Harris St","-33.86598","151.192014","","","0"
"200923","Harris St at John St","-33.867428","151.192695","","","0"
"200924","Union Square, Harris St","-33.869261","151.193749","","","0"
"200926","Harris St at Allen St","-33.873627","151.196064","","","0"
"200928","Harris St after Pyrmont Bridge Rd","-33.870869","151.194505","","","0"
"200929","Miller St opp Jones St","-33.870534","151.192004","","","0"
"200931","Pirrama Rd opp The Star","-33.867737","151.19606","","","0"
"200932","Miller St before Harris St","-33.869851","151.193359","","","0"
"200933","Harris St at Allen St","-33.873117","151.195971","","","0"
"200934","Harris St at Bowman St","-33.866297","151.191852","","","0"
"201011","Flinders St before Albion St","-33.884282","151.217627","","","0"
"201013","Flinders St at Hannam St","-33.883208","151.217576","","","0"
"201014","Flinders St before South Dowling St","-33.884444","151.217972","","","0"
"201015","Chalmers St opp Belvoir St","-33.888602","151.20621","","","0"
"201016","Central Station, Chalmers St, Stand G","-33.886261","151.206714","","","0"
"201017","Bourke St at Liverpool St","-33.877918","151.217276","","","0"
"201018","Bourke St before Burton St","-33.878317","151.217371","","","0"
"201019","Chalmers St opp Bedford St","-33.887403","151.206473","","","0"
"201021","Crown St at Miles St","-33.889517","151.213126","","","0"
"201022","Crown St at Arthur St","-33.887171","151.21357","","","0"
"201023","Crown St before Foveaux St","-33.88591","151.213799","","","0"
"201024","Campbell St at Riley St","-33.880658","151.213457","","","0"
"201025","Campbell St at Foster St","-33.880122","151.209642","","","0"
"201026","Hunt St at Campbell St","-33.879917","151.211472","","","0"
"201027","Campbell St before Riley St","-33.880456","151.213212","","","0"
"201028","Crown St at Suttor St","-33.873828","151.216312","","","0"
"201035","Albion St after Commonwealth St","-33.882765","151.21113","","","0"
"201036","Albion St at Riley St","-33.883291","151.213491","","","0"
"201037","Fitzroy St at Marshall St","-33.885735","151.216908","","","0"
"201038","Foveaux St at Crown St","-33.885213","151.2142","","","0"
"201039","Central Station, Foveaux St, Stand F","-33.8839","151.209257","","","0"
"201046","Cleveland St at Marlborough St","-33.890907","151.210621","","","0"
"201047","Cleveland St before Crown St","-33.891425","151.212377","","","0"
"201048","Cleveland St before Bourke St","-33.89165","151.214006","","","0"
"201050","Flinders St after Oxford St","-33.881481","151.217231","","","0"
"201051","Oxford St opp Palmer St","-33.880094","151.216076","","","0"
"201053","Oxford St at Riley St","-33.87877","151.214426","","","0"
"201055","Oxford St after College St","-33.877483","151.213254","","","0"
"201056","Oxford St at Brisbane St","-33.877569","151.212966","","","0"
"201058","Oxford St at Palmer St","-33.879575","151.215784","","","0"
"201059","Elizabeth St at Reservoir St","-33.881117","151.208862","","","0"
"201060","Oxford St after South Dowling St","-33.88148","151.218587","","","0"
"201061","Oxford St before Darlinghurst Rd","-33.880766","151.217555","","","0"
"201062","Oxford St before Darlinghurst Rd","-33.880828","151.217706","","","0"
"201063","St Vincent's Hospital, Burton St","-33.879456","151.221515","","","0"
"201064","Burton St at Victoria St","-33.879311","151.220696","","","0"
"201065","Burton St at Forbes St","-33.87899","151.218598","","","0"
"201068","Stanley St at Crown St","-33.875986","151.216206","","","0"
"201070","Yurong St before Stanley St","-33.875197","151.214305","","","0"
"201071","Stanley St at Crown St","-33.875798","151.215726","","","0"
"201074","Burton St at Forbes St","-33.878857","151.218715","","","0"
"201075","Burton St opp St Vincent's Hospital","-33.879281","151.221527","","","0"
"201076","Craigend St after Neild Av","-33.876959","151.228896","","","0"
"201077","Craigend St at Oswald Lane","-33.876677","151.225689","","","0"
"201078","Victoria St after Craigend St","-33.87631","151.221942","","","0"
"201079","Victoria St at Liverpool St","-33.87806","151.221554","","","0"
"201080","Central Station, Elizabeth St, Stand E","-33.884107","151.208319","","","0"
"201081","Elizabeth St at Devonshire St","-33.886217","151.208291","","","0"
"201082","Elizabeth St at Goodlet St","-33.889314","151.208065","","","0"
"201083","William St after Crown St","-33.874311","151.215646","","","0"
"201084","William St before College St","-33.874056","151.213983","","","0"
"201086","Darlinghurst Rd at Burton St","-33.87927","151.219738","","","0"
"201087","Darlinghurst Rd at Oxford St","-33.880956","151.218456","","","0"
"201088","Darlinghurst Rd before Tewkesbury Ave","-33.877649","151.22059","","","0"
"201089","Darlinghurst Rd before Craigend St","-33.875992","151.221536","","","0"
"201090","Williams St at Bourke St","-33.874766","151.218398","","","0"
"201092","Crown St at Rainford St","-33.88718","151.213744","","","0"
"201093","Crown St at Foveaux St","-33.885485","151.214078","","","0"
"201094","Crown St at Albion St","-33.883317","151.214486","","","0"
"201095","Crown St at Campbell St","-33.881114","151.214898","","","0"
"201096","Crown St opp Crown Street Public School","-33.88275","151.214412","","","0"
"201097","Crown St at Campbell St","-33.881153","151.214709","","","0"
"201098","Crown St opp Lansdowne St","-33.890207","151.213142","","","0"
"201099","Cleveland St near Pitt St","-33.889473","151.205109","","","0"
"201111","Kings Cross Station, Darlinghurst Rd, Stand A","-33.874103","151.223142","","","0"
"201112","Kings Cross Station, Darlinghurst Rd, Stand B","-33.874604","151.222767","","","0"
"201113","William St at Palmer St","-33.874307","151.216983","","","0"
"201114","William St before Dowling St","-33.874801","151.219875","","","0"
"201115","Kings Cross Station, Bayswater Rd, Stand D","-33.875018","151.223142","","","0"
"201117","Kings Cross Rd after Ward Av","-33.876095","151.225791","","","0"
"201118","Bayswater Rd after Waratah St","-33.876145","151.228468","","","0"
"201123","Greenknowe Ave after Macleay St","-33.871442","151.225762","","","0"
"201126","Kings Cross Station, Bayswater Rd, Stand C","-33.87495","151.223694","","","0"
"201127","Macleay St at Orwell St","-33.872315","151.224879","","","0"
"201128","Elizabeth Bay Rd at Ithaca Rd","-33.872055","151.228495","","","0"
"201129","Elizabeth Bay Rd at Elizabeth Bay Cr","-33.87198","151.230112","","","0"
"201130","Elizabeth Bay Rd at Holdsworth Ave","-33.872347","151.229181","","","0"
"201136","Greenknowe Ave at Baroda St","-33.871611","151.225742","","","0"
"201137","Macleay St at Rockwall Cr","-33.870046","151.225319","","","0"
"201139","Wylde St at Grantham St","-33.867364","151.225263","","","0"
"201140","Cowper Wharf Rd after Wylde St","-33.866826","151.223781","","","0"
"201141","Cowper Wharf Rd at Brougham St","-33.868767","151.222661","","","0"
"201142","Cowper Wharf Rd before Bourke St","-33.869174","151.219722","","","0"
"201143","Bourke St before Cathedral St","-33.872136","151.218692","","","0"
"201144","Bourke St before Harmer St","-33.871711","151.218607","","","0"
"201145","Bourke St at Nicholson St","-33.869567","151.219088","","","0"
"201146","Cowper Wharf Rd opp Brougham St","-33.868878","151.222209","","","0"
"201147","Cowper Wharf Rd opp Wylde St","-33.865446","151.224231","","","0"
"201150","Wylde St opp St Neot Ave","-33.867484","151.225594","","","0"
"201151","Macleay St opp McDonald St","-33.86828","151.225847","","","0"
"201152","Macleay St before Crick Ave","-33.870587","151.225396","","","0"
"201153","Macleay St before Darlinghurst Rd","-33.872682","151.22499","","","0"
"201154","William St near College Cr","-33.873692","151.213137","","","0"
"201157","Riley St opp Kennedy St","-33.87352","151.215481","","","0"
"201158","The Domain Sir John Young Cr","-33.871586","151.21651","","","0"
"201159","Riley St at Cathedral St","-33.872459","151.2158","","","0"
"201511","Green Square Station, Botany Rd","-33.906464","151.20289","","","0"
"201512","Botany Rd after Johnson St","-33.908173","151.20272","","","0"
"201513","Mitchell Rd at Harley St","-33.902872","151.191505","","","0"
"201514","Mitchell Rd at Maddox St","-33.904652","151.189853","","","0"
"201515","Euston Rd near Sydney Park Rd","-33.907015","151.191169","","","0"
"201516"," Botany Rd before O'Riordan St","-33.906975","151.202823","","","0"
"201517","Euston Rd near Maddox St","-33.905548","151.192292","","","0"
"201519","Botany Rd opp Harcourt Pde","-33.918936","151.198888","","","0"
"201521","Botany Rd at Beaconsfield St","-33.914784","151.200685","","","0"
"201522","Botany Rd before Collins St","-33.912989","151.201307","","","0"
"201523","Botany Rd opp Epsom Rd","-33.91037","151.202195","","","0"
"201524","Copeland St near Mitchell Rd","-33.901561","151.191846","","","0"
"201525","Sydney Park Rd near Mitchell Rd","-33.90757","151.187821","","","0"
"201526","Botany Rd at Mandible St","-33.903645","151.202104","","","0"
"201527","Botany Rd before McEvoy St","-33.901862","151.201225","","","0"
"201528","Botany Rd at Buckland St","-33.899103","151.20003","","","0"
"201529","Botany Rd before Henderson Rd","-33.89711","151.199334","","","0"
"201530","Wyndham St at Boundary St","-33.895106","151.198146","","","0"
"201532","Gardeners Rd 175m E of Bourke Rd","-33.920415","151.18962","","","0"
"201533","Gardeners Rd near O'Riordan St","-33.920811","151.192423","","","0"
"201534","Gardeners Rd after Ellis St","-33.921122","151.19467","","","0"
"201535","Collins St near Botany Rd","-33.912675","151.201232","","","0"
"201536","Collins St near O'Riordan St","-33.911173","151.196867","","","0"
"201537","Huntley St near Bourke Rd","-33.910576","151.194326","","","0"
"201538","Huntley St at Burrows Rd","-33.908821","151.191603","","","0"
"201539","Huntley St near Euston Rd","-33.908163","151.190885","","","0"
"201540","Huntley St near Bourke Rd","-33.910758","151.194908","","","0"
"201541","Collins St near O'Riordan St","-33.911246","151.19727","","","0"
"201544","75 Bourke Rd","-33.917581","151.188828","","","0"
"201545","Bourke St opp Orchard Rd","-33.916438","151.189869","","","0"
"201546","Bourke Rd opp Doody St","-33.914312","151.191787","","","0"
"201547","Bourke Rd before Huntley St","-33.911944","151.193985","","","0"
"201548","Bourke Rd at Collins St","-33.910181","151.195772","","","0"
"201549","Maddox St after Bourke Rd","-33.90897","151.195929","","","0"
"201550","Maddox St before Euston Rd","-33.906677","151.192449","","","0"
"201551","McEvoy St before Fountain St","-33.903018","151.195409","","","0"
"201552","McEvoy St at Loveridge St","-33.902204","151.197981","","","0"
"201554","McEvoy St after Botany Rd","-33.90168","151.200702","","","0"
"201555","McEvoy St at Hiles St","-33.901997","151.199461","","","0"
"201556","McEvoy St at Stokes Av","-33.902552","151.197198","","","0"
"201557","McEvoy St at Bowden St","-33.903367","151.195142","","","0"
"201558","Euston Rd at Maddox St","-33.905975","151.192132","","","0"
"201559","Maddox St at Bourke Rd","-33.909077","151.196444","","","0"
"201561","Bourke Rd opp Huntley St","-33.911317","151.19473","","","0"
"201562","Bourke Rd before Doody St","-33.91298","151.193207","","","0"
"201563","Bourke Rd before Doody St","-33.913913","151.192364","","","0"
"201564","Bourke St before Orchard Rd","-33.916575","151.189948","","","0"
"201565","Bourke St after Orchard Rd","-33.917518","151.189103","","","0"
"201567","Henderson Rd at Wyndham St","-33.896952","151.19854","","","0"
"201568","Henderson Rd before Mitchell Rd","-33.897546","151.196188","","","0"
"201569","Mitchell St at Buckland St","-33.899881","151.194197","","","0"
"201570","Mitchell Rd opp Copeland St","-33.901787","151.192501","","","0"
"201571","Mitchell Rd after Copeland St","-33.901432","151.192605","","","0"
"201572","Mitchell Rd opp Fountain St","-33.900523","151.193418","","","0"
"201573","Mitchell Rd before Henderson Rd","-33.89801","151.195271","","","0"
"201574","Henderson Rd before Garden St","-33.897154","151.196935","","","0"
"201578","McEvoy St at Wyndham St","-33.901732","151.19992","","","0"
"201579","Alexandria Park, Wyndham St","-33.899412","151.199074","","","0"
"201580","Botany Rd at Shirley St","-33.916641","151.200029","","","0"
"201585","Alan Davidson Oval, Sydney Park Rd","-33.907858","151.188432","","","0"
"201611","Elizabeth St opp Redfern Park","-33.89372","151.207316","","","0"
"201614","Redfern St at Pitt St","-33.892707","151.203732","","","0"
"201615","Chalmers St after Wells St","-33.891729","151.20559","","","0"
"201616","Chalmers St before Cleveland St","-33.890067","151.205909","","","0"
"201617","Elizabeth St at Cooper St","-33.891174","151.207773","","","0"
"201618","Redfern Park, Redfern St","-33.89325","151.206763","","","0"
"201619","Redfern St at Pitt St","-33.892875","151.204137","","","0"
"201620","Redfern St at George St","-33.892647","151.202407","","","0"
"201622","Regent St after Redfern St","-33.892976","151.200234","","","0"
"201623","Regent St opp Boundary St","-33.89506","151.199261","","","0"
"201624","Redfern Park, Elizabeth St","-33.893957","151.207022","","","0"
"201625","Elizabeth St at Redfern St","-33.892952","151.207475","","","0"
"201626","Elizabeth St before Phillip St","-33.895506","151.206962","","","0"
"201627","Baptist St at Zamia St","-33.895725","151.211718","","","0"
"201628","Baptist St at Telopea St","-33.894102","151.212028","","","0"
"201629","Baptist St before Cleveland St","-33.892528","151.212321","","","0"
"201631","Redfern Station, Gibbons St, Stand A","-33.892271","151.199426","","","0"
"201634","Phillip St at Young St","-33.896404","151.2093","","","0"
"201635","Cleveland St at Bourke St","-33.891885","151.214679","","","0"
"201636","Cleveland St at Baptist St","-33.89151","151.211936","","","0"
"201638","Cleveland St at Walker St","-33.890562","151.209292","","","0"
"201640","Cleveland St at Hart St","-33.88887","151.199879","","","0"
"201641","Phillip St at Baptist St","-33.896767","151.211909","","","0"
"201642","Baptist St after Cleveland St","-33.892427","151.21253","","","0"
"201643","Cleveland St near Pitt St","-33.889629","151.205225","","","0"
"201645","Baptist St at Telopea Lane","-33.894077","151.212247","","","0"
"201646","Redfern Station, Gibbons St, Stand B","-33.893107","151.198999","","","0"
"201647","Redfern St at Renwick St","-33.892358","151.201203","","","0"
"201711","Botany Rd before Raglan St","-33.896191","151.199218","","","0"
"201712","Botany Rd before Wellington St","-33.898084","151.19986","","","0"
"201713","Botany Rd before McEvoy St","-33.90109","151.201022","","","0"
"201714","Green Square School, Botany Rd","-33.904062","151.202522","","","0"
"201715","Botany Rd opp Green Square Station","-33.906178","151.203117","","","0"
"201716","Botany Rd opp Johnson St","-33.908777","151.202892","","","0"
"201717","Botany Rd at Epsom Rd","-33.909887","151.202533","","","0"
"201719","Elizabeth St after Joynton Ave","-33.906699","151.207067","","","0"
"201720","Elizabeth St before Bourke St","-33.904673","151.205483","","","0"
"201722","Waterloo Park, Elizabeth St","-33.900717","151.205969","","","0"
"201723","Wellington St at Pitt St","-33.89836","151.2044","","","0"
"201724","Elizabeth St at Wellington St","-33.898697","151.206267","","","0"
"201725","Elizabeth St at Phillip St","-33.896441","151.206551","","","0"
"201726","Elizabeth St at Wellington St","-33.898234","151.20645","","","0"
"201727","Elizabeth St before McEvoy St","-33.899813","151.206343","","","0"
"201728","Elizabeth St before Bourke St","-33.903775","151.20534","","","0"
"201729","Elizabeth St at Merton St","-33.905542","151.206353","","","0"
"201730","Elizabeth St at Joynton Ave","-33.906988","151.207506","","","0"
"201732","O'Dea Ave at Grandstand Pde","-33.903613","151.211394","","","0"
"201733","O'Dea Ave before Bourke St","-33.903346","151.207712","","","0"
"201734","O'Dea Ave after Bourke St","-33.903297","151.208215","","","0"
"201735","Bourke St at Powell St","-33.902397","151.207898","","","0"
"201736","Bourke St at McEvoy St","-33.901075","151.209358","","","0"
"201738","Bourke St at Danks St","-33.897664","151.212477","","","0"
"201742","Bourke St at Potter St","-33.898816","151.211667","","","0"
"201743","O'Dea Ave before South Dowling St","-33.903744","151.213516","","","0"
"201744","Joynton Ave at Austin Gr","-33.904489","151.209348","","","0"
"201745","Joynton Ave before Gadigal Ave","-33.906176","151.208414","","","0"
"201746","Epsom Rd opp Dalmeny Ave","-33.911815","151.210427","","","0"
"201749","Epsom Rd after Link Rd","-33.911998","151.211656","","","0"
"201750","Joynton Ave after Tilford St","-33.906103","151.208297","","","0"
"201751","O'Dea Ave opp Joynton Ave","-33.90332","151.210399","","","0"
"201754","Raglan St opp George St","-33.896731","151.202578","","","0"
"201755","Phillip St at Young St","-33.896603","151.209782","","","0"
"201763","Phillip St near Beaumont St","-33.896305","151.207323","","","0"
"201764","Wellington St near Gibson St","-33.898473","151.205987","","","0"
"201766","Raglan St after George St","-33.896818","151.201542","","","0"
"201767","Elizabeth St at Allen St","-33.902869","151.205403","","","0"
"201769","Wellington St near Cope St","-33.898509","151.20117","","","0"
"201770","Pitt St near Wellington St","-33.897931","151.203982","","","0"
"201771","Wellington St near Elizabeth St","-33.898352","151.206134","","","0"
"201772","Cope St near Raglan St","-33.897025","151.200442","","","0"
"201773","Cope St near Wellington St","-33.89842","151.200899","","","0"
"201774","Bourke St opp Lachlan St","-33.899606","151.210743","","","0"
"201775","Bourke St opp Powell St","-33.901992","151.208595","","","0"
"201811","Botany Rd opp Collins St","-33.912993","151.201483","","","0"
"201812","Botany Rd at Queen St","-33.914267","151.201045","","","0"
"201813","Botany Rd at Hayes Rd","-33.917029","151.200092","","","0"
"201814","Gardeners Rd opp Gillespie Ave","-33.920014","151.198087","","","0"
"201815","Botany Rd before Gardeners Rd","-33.92113","151.196914","","","0"
"201816","Botany Rd near Tramway St","-33.922729","151.196197","","","0"
"201817","Botany Rd near Rolfe St","-33.923652","151.196","","","0"
"201818","Botany Rd near Coward St","-33.925167","151.195711","","","0"
"201819","Gardeners Rd opp Leonard Av","-33.925395","151.220337","","","0"
"201820","Gardeners Rd near Eastern Av","-33.925183","151.218799","","","0"
"201821","Gardeners Rd near Tunstall Av","-33.924762","151.215688","","","0"
"201822","Gardeners Rd after Racecourse Pl","-33.923558","151.210597","","","0"
"201823","Gardeners Rd 150m E of Maloney St","-33.923283","151.208699","","","0"
"201824","Gardeners Rd near Maloney St","-33.922947","151.206638","","","0"
"201825","Gardeners Rd near Gordon St","-33.9226","151.20406","","","0"
"201826","Gardeners Rd near Sutherland St","-33.922307","151.201922","","","0"
"201827","Gardeners Rd opp Dunning Av","-33.922095","151.200356","","","0"
"201828","Gardeners Rd near Botany Rd","-33.921729","151.197716","","","0"
"201830","Harcourt Pde near Mentmore Av","-33.92008","151.201819","","","0"
"201831","Rothschild Av near Hayes St","-33.918799","151.203554","","","0"
"201832","Rothschild Av near Morley Av","-33.916564","151.204327","","","0"
"201833","Rothschild Ave before Cressy St","-33.913501","151.20536","","","0"
"201834","Rothschild Ave before Epsom Rd","-33.911922","151.205912","","","0"
"201835","Rothschild Ave at Stedman St","-33.912144","151.206004","","","0"
"201836","Rothschild Ave at Crewe Pl","-33.913905","151.205406","","","0"
"201837","Rothschild Av near Morley Av","-33.91616","151.204639","","","0"
"201838","Rothschild Av near Hayes St","-33.91789","151.204059","","","0"
"201839","Harcourt Pde opp Mentmore Av","-33.920334","151.202281","","","0"
"201840","Gardeners Rd near Botany Rd","-33.921501","151.197228","","","0"
"201841","Gardeners Rd near Dunning Av","-33.921927","151.200222","","","0"
"201842","Gardeners Rd opp Sutherland St","-33.922162","151.201936","","","0"
"201843","Gardeners Rd near Primrose Av","-33.922384","151.203593","","","0"
"201844","Gardeners Rd near Dalmeny Av","-33.92277","151.206434","","","0"
"201845","Gardeners Rd 150m E of Maloney St","-33.923081","151.208666","","","0"
"201846","Gardeners Rd opp Racecourse Pl","-33.923383","151.210944","","","0"
"201847","Racecourse Pl near Gardeners Rd","-33.924207","151.211129","","","0"
"201848","Evans Av near Longworth Av","-33.924757","151.209673","","","0"
"201849","Evans Av near Maloney St","-33.924327","151.206963","","","0"
"201850","Kimberley Gr near Dalmeny Av","-33.915895","151.207812","","","0"
"201851","Epsom Rd at Dunning Ave","-33.910404","151.204523","","","0"
"201854","Dalmeny Av near Harcourt Pde","-33.92141","151.2071","","","0"
"201855","Maloney St near Evans Av","-33.923713","151.206998","","","0"
"201856","Maloney St near George St","-33.926723","151.206297","","","0"
"201857","Sutherland St near Coward St","-33.925925","151.201002","","","0"
"201859","George St near Maloney St","-33.927496","151.207957","","","0"
"201860","George St near St Helena Pde","-33.927871","151.210307","","","0"
"201861","Lismore St at Florence Av","-33.928607","151.212095","","","0"
"201864","Florence Av near O'Connor St","-33.93053","151.211266","","","0"
"201865","Florence St near King St","-33.931662","151.210466","","","0"
"201866","King St near St Helena Pde","-33.931653","151.208475","","","0"
"201867","King St after Maloney St","-33.931151","151.204919","","","0"
"201868","Maloney St near Robinson St","-33.928915","151.205825","","","0"
"201870","King St near St Helena Pde","-33.931524","151.208591","","","0"
"201871","Florence Av near King St","-33.93158","151.210327","","","0"
"201872","Florence Av near O'Connor St","-33.930379","151.211179","","","0"
"201873","Florence Av near Lismore St","-33.929116","151.212077","","","0"
"201874","Lismore St near St Helena Pde","-33.928516","151.210532","","","0"
"201875","George St near St Helena Pde","-33.927769","151.208752","","","0"
"201876","Maloney St near Coward St","-33.926662","151.206125","","","0"
"201877","Evans Av near Maloney St","-33.924206","151.207107","","","0"
"201878","Evans Av near Dalby Pl","-33.924522","151.209067","","","0"
"201879","Evans Av near Racecourse Pl","-33.924363","151.210622","","","0"
"201880","Epsom Rd opp Link Rd","-33.912194","151.212046","","","0"
"201881","Epsom Rd at Dalmeny Ave","-33.911776","151.209617","","","0"
"201882","Queen St near Princess Av","-33.914272","151.202004","","","0"
"201883","Queen St near Rothschild Av","-33.914744","151.20472","","","0"
"201884","Epsom Rd before Dunning Ave","-33.910616","151.204882","","","0"
"201885","Dalmeny Av near Kimberley Gr","-33.916373","151.208154","","","0"
